tag_id,content
0,Accenture
1,actionsports
2,Adidas
3,Adobe
4,aerobics
5,AliExpress
6,Allegro
7,Allianz
8,Amazon
9,AmazonUS
10,American_Express
11,Americanas
12,Apple
13,archer
14,athlete
15,athletics
16,Audi
17,AXA
18,axel
19,ball
20,Bandcamp
21,Barnes_and_Noble
22,base
23,baton
24,batting
25,BestBuy
26,BMW
27,bobsleigh
28,boxer
29,boxing
30,branding
31,Budweiser
32,Burberry
33,business
34,canoeing
35,Canon
36,Cartier
37,catch
38,catcher
39,Caterpillar
40,Cisco
41,Citi
42,coach
43,Coca-Cola
44,Colgate
45,compete
46,competing
47,Conforama
48,content
49,Corona
50,Coupang
51,croquet
52,cycling
53,Dafiti
54,Danone
55,Darty
56,DHL
57,digitalmarketing
58,Dior
59,Discogs
60,Discovery
61,Disney
62,dive
63,diver
64,dropshipping
65,dugout
66,easports
67,easportsfifa
68,eBay
69,eBaydeal
70,ecommercebusiness
71,entrepreneur
72,equipment
73,esports
74,Etsy
75,extremesports
76,Facebook
77,Farfetch
78,fashion
79,FedEx
80,fielder
81,fielding
82,fila
83,Flipkart
84,Fnac
85,Ford
86,freethrow
87,frisbee
88,GE
89,Gillette
90,GittiGidiyor
91,Gmarket
92,goalie
93,Goldman_Sachs
94,goldmedal
95,golfer
96,Google
97,guard
98,Gucci
99,gymnasium
100,gymnastics
101,H&M
102,hardball
103,Harley-Davidson
104,Heineken
105,Hermes
106,Hewlett_Packard_Enterprise
107,hitter
108,home
109,homerun
110,Honda
111,hoop
112,horseshoes
113,Houzz
114,HP
115,HSBC
116,Huawei
117,huddle
118,Hyundai
119,IBM
120,icerink
121,iceskates
122,IKEA
123,infield
124,infielder
125,instagram
126,instasports
127,Intel
128,iPrice
129,J.P.Morgan
130,Jack_Daniel's
131,jaialai
132,John_Deere
133,Johnnie_Walker
134,Johnson&Johnson
135,jump
136,kayaker
137,Kellogg's
138,KFC
139,Kia
140,kingfu
141,kite
142,lacrosse
143,Lamoda
144,Land_Rover
145,Lazada
146,Lego
147,Lenovo
148,Linio
149,longjump
150,LOREAL
151,LouisVuitton
152,MAG
153,mallet
154,ManoMano
155,marketing
156,marketingdigital
157,MasterCard
158,mat
159,McDonald's
160,Mercado_Libre
161,Mercedes_Benz
162,Microsoft
163,Mini
164,Moet&Chandon
165,Morgan_Stanley
166,motorsports
167,movement
168,MTV
169,Myntra
170,Nescafe
171,Nestle
172,Newegg
173,Nike
174,nikesportswear
175,Nissan
176,offense
177,olympics
178,online
179,onlinebusiness
180,onlineshop
181,onlineshopping
182,onlinestore
183,Oracle
184,OTTO
185,Overstock
186,Ozon
187,paddle
188,paintball
189,Pampers
190,Panasonic
191,PayPal
192,PayPay_Mall
193,Pepsi
194,Philips
195,pitch
196,playing
197,pole
198,polevault
199,Porsche
200,Poshmark
201,Prada
202,race
203,racer
204,racket
205,Rakuten
206,RalphLauren
207,Reverb
208,Revolve
209,ride
210,rink
211,row
212,rugby
213,runner
214,Samsung
215,Santander
216,SAP
217,scuba
218,Sears
219,Shell
220,Shopee
221,shopify
222,shopping
223,Siemens
224,skate
225,skeleton
226,skier
227,skiing
228,sledder
229,smallbusiness
230,Smirnoff
231,Snapdeal
232,snowboard
233,socialmedia
234,socialmediamarketing
235,Sony
236,Souq
237,sport
238,sports
239,sportsbar
240,sportsbetting
241,sportsbra
242,sportscar
243,sportscenter
244,sportsday
245,sportshoes
246,sportsman
247,sportsmassage
248,sportsnews
249,sportsnutrition
250,sportsperformance
251,sportsphotography
252,sportster
253,sportstyle
254,sportswear
255,Sprite
256,stadium
257,Starbucks
258,startup
259,strike
260,Submarino
261,surfing
262,swim
263,swimmer
264,swimming
265,taekwondo
266,tag
267,Taobao
268,Target
269,Tesla
270,tetherball
271,ThomsonReuters
272,throw
273,Tiffany&Co
274,Tmall
275,Tokopedia
276,Toyota
277,trampoline
278,trendyol
279,triathlete
280,triathlon
281,umpire
282,unicycle
283,UPS
284,Visa
285,Volkswagen
286,waterpolo
287,watersports
288,Wayfair
289,webdesign
290,website
291,weights
292,windsurfer
293,winning
294,wintersports
295,wrestler
296,Xerox
297,youthsports
298,Zalando
299,Zara
